23-May-21 20:54:33,419|INFO |L.init             |main                       |Lightstreamer Server 7.1.2 build 1985
23-May-21 21:36:25,526|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 19338360), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13.49 updates/s (pre-filtered = 13.49), Outbound throughput = 3.5 updates/s (2.48 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 238399, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:38:25,584|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 9969464), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.99 updates/s (pre-filtered = 12.99), Outbound throughput = 4 updates/s (2.98 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 248959, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:40:25,613|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 19160008), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.99 updates/s (pre-filtered = 12.99), Outbound throughput = 3.5 updates/s (2.7 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 259823, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:42:25,653|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 9713688), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.91 updates/s (pre-filtered = 12.91), Outbound throughput = 1.99 updates/s (1.68 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 270278, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:44:25,683|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 18556576), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.5 updates/s (pre-filtered = 12.5), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 281127, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:46:25,708|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 8900496), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13 updates/s (pre-filtered = 13), Outbound throughput = 3.5 updates/s (2.68 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 291752, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:48:25,735|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 17842888), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 11.49 updates/s (pre-filtered = 11.49), Outbound throughput = 2.5 updates/s (2.03 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 302414, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:50:25,762|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 7958504), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+1, -1], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13 updates/s (pre-filtered = 13), Outbound throughput = 2.5 updates/s (2.01 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 313070, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:52:25,788|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 17004352), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.49 updates/s (pre-filtered = 12.49), Outbound throughput = 3.5 updates/s (2.67 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 323688, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:54:25,813|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 7391680), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.5 updates/s (pre-filtered = 12.5), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 334372, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:56:25,837|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 16446928), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 1, Available threads = 31, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 11.5 updates/s (pre-filtered = 11.5), Outbound throughput = 2 updates/s (1.63 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 345236, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:58:25,863|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 6995816), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.5 updates/s (pre-filtered = 12.5), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 355856, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:00:25,889|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 15940848), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.99 updates/s (pre-filtered = 12.99), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 366674, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:02:25,911|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 24942856), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.49 updates/s (pre-filtered = 12.49), Outbound throughput = 3 updates/s (2.31 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 377419, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:04:25,939|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 15334832), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12 updates/s (pre-filtered = 12), Outbound throughput = 2 updates/s (1.69 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 388325, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:06:25,970|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 24376040), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.5 updates/s (pre-filtered = 12.5), Outbound throughput = 2.5 updates/s (1.96 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 398993, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:08:25,996|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 14680720), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.49 updates/s (pre-filtered = 12.49), Outbound throughput = 2.5 updates/s (1.96 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 409674, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:10:26,030|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 23901088), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13.49 updates/s (pre-filtered = 13.49), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 420503, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:12:26,224|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 18424072), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12.5 updates/s (pre-filtered = 12.5), Outbound throughput = 2.5 updates/s (1.99 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 431312, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:14:26,259|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 8916600), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13 updates/s (pre-filtered = 13), Outbound throughput = 3 updates/s (2.37 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 442187, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:16:26,286|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 19176112), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 11.99 updates/s (pre-filtered = 11.99), Outbound throughput = 2.5 updates/s (2.03 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 453042, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 22:18:26,317|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 9507424), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 11.49 updates/s (pre-filtered = 11.49), Outbound throughput = 2 updates/s (1.69 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 463797, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
